time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/n_updates,train/approx_kl,train/learning_rate,train/clip_range,train/value_loss,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/loss,train/explained_variance,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean
305152,80.0,35.1080322265625,,,,,,,,,,,,,,,
307200,80.0,31.985137939453125,750,0.04068943,0.0003,0.3,80.70878212153912,-5.581706770509482,0.233447265625,-0.04299452421691967,79.61852264404297,0.0,,,,,
309248,80.0,32.10395431518555,760,0.043676928,0.0003,0.3,71.10789365172386,-5.579806270450353,0.2611328125,-0.044818843621760605,68.87545776367188,0.0,,,,,
311296,80.0,33.280521392822266,770,0.043217555,0.0003,0.3,78.1195575505495,-5.592150603979826,0.23671875,-0.044767814745137004,94.306884765625,0.0,,,,,
313344,80.0,34.514591217041016,780,0.04251016,0.0003,0.3,63.680472350120546,-5.523052809387446,0.261376953125,-0.04002516301698052,38.61238479614258,0.0,,,,,
315392,80.0,34.19013595581055,790,0.043065682,0.0003,0.3,67.05077374577522,-5.523205852508545,0.24755859375,-0.04039458949264372,79.54629516601562,0.0,,,,,
317440,80.0,31.826623916625977,800,0.042874787,0.0003,0.3,69.51761098504066,-5.498590973764658,0.259765625,-0.04384837292163866,62.00980758666992,0.0,,,,,
319488,80.0,31.31534194946289,810,0.042356405,0.0003,0.3,64.92731460034847,-5.434659710526466,0.27998046875,-0.04639503129728837,50.40975570678711,0.0,,,,,
321536,80.0,35.29671859741211,820,0.044574544,0.0003,0.3,67.89574180841446,-5.425843513011932,0.2646484375,-0.04182381536666071,46.9974479675293,0.0,,,,,
323584,80.0,37.09254455566406,830,0.041721784,0.0003,0.3,77.14018133282661,-5.435637653619051,0.25263671875,-0.048278142348863184,90.38323974609375,0.0,,,,,
325632,80.0,32.21553039550781,840,0.040824838,0.0003,0.3,68.9671175956726,-5.289464543759823,0.26162109375,-0.04026124141237233,62.395198822021484,0.0,,,,,
327680,80.0,37.513614654541016,850,0.044214174,0.0003,0.3,72.18123396933079,-5.21395607739687,0.295458984375,-0.04608275489154039,54.06572723388672,0.0,,,,,
329728,80.0,33.77503204345703,860,0.040017974,0.0003,0.3,71.6764412254095,-5.197987781465054,0.233203125,-0.040992449487384876,68.42936706542969,0.0,,,,,
329728,,,,,,,,,,,,,10,34.253394709999995,79,257,80.0
331776,80.0,38.38185119628906,870,0.041490227,0.0003,0.3,68.68242973983288,-5.107308349758386,0.253515625,-0.04271633275202476,48.626895904541016,0.0,,,,,
333824,80.0,37.600494384765625,880,0.041875143,0.0003,0.3,65.702936860919,-5.093492391705513,0.26259765625,-0.03783098204003181,43.52592849731445,0.0,,,,,
335872,80.0,36.574806213378906,890,0.04571083,0.0003,0.3,73.14676689505578,-5.086580935865641,0.270654296875,-0.045976575568784026,69.29936981201172,0.0,,,,,
337920,80.0,38.63100814819336,900,0.038231462,0.0003,0.3,75.45690994858742,-5.089347464591265,0.227880859375,-0.0351953569217585,57.6695671081543,0.0,,,,,
339968,80.0,39.7808837890625,910,0.041593287,0.0003,0.3,75.23815588057042,-5.108537467569112,0.220556640625,-0.035198490048060194,67.77120971679688,0.0,,,,,
342016,80.0,35.17417526245117,920,0.04233533,0.0003,0.3,68.21128480434417,-5.0775350227952005,0.2232421875,-0.03719127354561351,63.17136764526367,0.0,,,,,
344064,80.0,34.129756927490234,930,0.04306285,0.0003,0.3,71.63837291300297,-5.040115641057492,0.239208984375,-0.03622436024452327,81.64302825927734,0.0,,,,,
346112,80.0,36.09015655517578,940,0.046207473,0.0003,0.3,69.99639330506325,-5.041129644960165,0.274365234375,-0.04366961755295051,62.7252082824707,0.0,,,,,
348160,80.0,38.03718566894531,950,0.040684573,0.0003,0.3,64.33949363231659,-4.91863085180521,0.242431640625,-0.04002820621826686,103.63166809082031,-1.1920928955078125e-07,,,,,
350208,80.0,37.08552551269531,960,0.043020483,0.0003,0.3,66.93554956614972,-4.88577184304595,0.2564453125,-0.037027063699497376,47.03498077392578,0.0,,,,,
350208,,,,,,,,,,,,,20,36.98936903,160,255,80.0
352256,80.0,42.82813262939453,970,0.042717244,0.0003,0.3,65.39684734940529,-4.810749374330044,0.301806640625,-0.04421459372388199,90.42533111572266,0.0,,,,,
354304,80.0,38.04963302612305,980,0.041442323,0.0003,0.3,66.80604659020901,-4.688858117163181,0.2337890625,-0.03184941474464722,86.52405548095703,0.0,,,,,
356352,80.0,39.77544021606445,990,0.040068537,0.0003,0.3,78.35997613966465,-4.692451657354832,0.224951171875,-0.033360499184345825,82.32392120361328,0.0,,,,,
358400,80.0,43.854549407958984,1000,0.04210513,0.0003,0.3,77.8760051190853,-4.655651899427175,0.289453125,-0.04130487221700605,83.64122009277344,0.0,,,,,
360448,80.0,39.46428680419922,1010,0.04458202,0.0003,0.3,59.4626161634922,-4.614902840554715,0.20732421875,-0.02525504244695185,43.73362731933594,5.960464477539063e-08,,,,,
362496,80.0,39.83659362792969,1020,0.048066385,0.0003,0.3,60.425622534751895,-4.687970851361752,0.26259765625,-0.04100413057894912,43.05538558959961,0.0,,,,,
364544,80.0,41.135047912597656,1030,0.043469384,0.0003,0.3,73.07841768860817,-4.681678862124682,0.239208984375,-0.03306458683364326,50.16010665893555,0.0,,,,,
366592,80.0,42.007591247558594,1040,0.04568766,0.0003,0.3,61.211725583672525,-4.70842344686389,0.25078125,-0.04037606384517858,60.059993743896484,0.0,,,,,
368640,80.0,39.580909729003906,1050,0.038052514,0.0003,0.3,68.4572495996952,-4.736619865894317,0.236767578125,-0.030846316013776232,64.50634765625,0.0,,,,,
370688,80.0,42.48633575439453,1060,0.04100366,0.0003,0.3,66.47768806815148,-4.786250168085099,0.238525390625,-0.03264542032702593,76.75960540771484,0.0,,,,,
370688,,,,,,,,,,,,,30,43.98614337,237,258,80.0
372736,80.0,44.41069793701172,1070,0.04225276,0.0003,0.3,66.11630937159062,-4.722024321556091,0.229052734375,-0.03456105036166264,67.18477630615234,0.0,,,,,
374784,80.0,42.51935577392578,1080,0.04797014,0.0003,0.3,61.50252306759357,-4.777187729626894,0.297998046875,-0.040771805733675136,40.69978713989258,0.0,,,,,
376832,80.0,42.94937515258789,1090,0.043333925,0.0003,0.3,64.42517827451229,-4.722783400118351,0.224365234375,-0.03700834983610548,77.28730010986328,0.0,,,,,
378880,80.0,42.249698638916016,1100,0.04067327,0.0003,0.3,75.91310841441154,-4.747756817191839,0.239697265625,-0.03611039854149567,107.95719146728516,0.0,,,,,
380928,80.0,48.557945251464844,1110,0.03963185,0.0003,0.3,75.92945151925088,-4.677264917641878,0.258935546875,-0.03672028240980581,74.64551544189453,0.0,,,,,
382976,80.0,45.45491027832031,1120,0.042196248,0.0003,0.3,71.50112200975418,-4.638043832778931,0.242578125,-0.03430142698198324,73.68319702148438,0.0,,,,,
385024,80.0,45.069976806640625,1130,0.039401345,0.0003,0.3,74.26789390146732,-4.60485236570239,0.20947265625,-0.033628049460821784,65.53370666503906,0.0,,,,,
387072,80.0,45.38766860961914,1140,0.042091675,0.0003,0.3,71.97331839203835,-4.515488842874765,0.23623046875,-0.0348106207078672,31.356847763061523,0.0,,,,,
389120,80.0,48.713016510009766,1150,0.03834574,0.0003,0.3,65.27287733852863,-4.519465554505587,0.2275390625,-0.029473882958700414,43.89051055908203,-1.1920928955078125e-07,,,,,
391168,80.0,42.416358947753906,1160,0.04091904,0.0003,0.3,59.31787239611149,-4.383669660240412,0.236181640625,-0.03555440073250793,34.45051574707031,-1.1920928955078125e-07,,,,,
391168,,,,,,,,,,,,,40,45.01862623,318,257,80.0
393216,80.0,43.418731689453125,1170,0.042202264,0.0003,0.3,60.09572736620903,-4.368956468999386,0.21904296875,-0.03252358336176257,77.75756072998047,-1.1920928955078125e-07,,,,,
395264,80.0,49.898468017578125,1180,0.034960166,0.0003,0.3,55.774775323271754,-4.351410278677941,0.227197265625,-0.03374960365472361,72.0832290649414,0.0,,,,,
397312,80.0,45.46942138671875,1190,0.044342525,0.0003,0.3,57.92369307875633,-4.427054432779551,0.26025390625,-0.03337401472963393,54.86166000366211,0.0,,,,,
399360,80.0,51.02149963378906,1200,0.045079976,0.0003,0.3,66.16313603818416,-4.407789728790521,0.25732421875,-0.0359152538163471,53.02461242675781,0.0,,,,,
401408,80.0,46.81024169921875,1210,0.043742448,0.0003,0.3,67.66682460308076,-4.420238503813744,0.24365234375,-0.035801188969344366,79.83959197998047,0.0,,,,,
403456,80.0,46.977508544921875,1220,0.04007121,0.0003,0.3,72.08193653523922,-4.425700421631336,0.253271484375,-0.032552773256611545,62.64706802368164,0.0,,,,,
405504,80.0,47.88282012939453,1230,0.037788294,0.0003,0.3,76.01331793069839,-4.44102027118206,0.2205078125,-0.033692504510690925,73.92481231689453,0.0,,,,,
407552,80.0,47.81796646118164,1240,0.037878856,0.0003,0.3,69.43272978961468,-4.479460289329291,0.270068359375,-0.03722231205902062,83.52436065673828,0.0,,,,,
409600,80.0,46.11476516723633,1250,0.038661152,0.0003,0.3,75.62510461509228,-4.471162574738264,0.20478515625,-0.02691174643696286,107.78887176513672,0.0,,,,,
411648,80.0,43.86064910888672,1260,0.038693253,0.0003,0.3,72.17016845345498,-4.418724007159471,0.239453125,-0.03373501999594737,81.4646224975586,0.0,,,,,
411648,,,,,,,,,,,,,50,45.44855576,397,257,80.0
413696,80.0,48.87302780151367,1270,0.057365045,0.0003,0.3,77.92599879801273,-4.498176829516888,0.263134765625,-0.036555113752547184,69.56092071533203,1.1920928955078125e-07,,,,,
415744,80.0,42.739990234375,1280,0.04059724,0.0003,0.3,76.31413869261742,-4.526444575935602,0.1912109375,-0.02752074983145576,84.51067352294922,0.0,,,,,
417792,80.0,49.378990173339844,1290,0.04280071,0.0003,0.3,82.3640680462122,-4.565593947470188,0.26025390625,-0.0405601697799284,86.93111419677734,0.0,,,,,
419840,80.0,49.216583251953125,1300,0.03536693,0.0003,0.3,73.88188855946063,-4.531561980396509,0.2541015625,-0.034736462654836944,87.51026153564453,-1.1920928955078125e-07,,,,,
421888,80.0,46.424320220947266,1310,0.04530543,0.0003,0.3,70.83166082799434,-4.483730206638574,0.213330078125,-0.030009663570672272,64.03780364990234,0.0,,,,,
423936,80.0,41.53777313232422,1320,0.0395822,0.0003,0.3,66.50280361175537,-4.540235947817564,0.266748046875,-0.03764257794246077,63.7783088684082,0.0,,,,,
425984,80.0,48.571617126464844,1330,0.03569179,0.0003,0.3,80.61999956965447,-4.523503029346466,0.215087890625,-0.033399578105309045,135.0380096435547,1.1920928955078125e-07,,,,,
428032,80.0,45.65131378173828,1340,0.041485403,0.0003,0.3,78.99279762208462,-4.443182776123285,0.25517578125,-0.03286130600317847,105.697265625,0.0,,,,,
430080,80.0,46.518699645996094,1350,0.041012388,0.0003,0.3,67.09838203489781,-4.408148176968098,0.196337890625,-0.029252777073998003,51.37226867675781,0.0,,,,,
432128,80.0,48.437686920166016,1360,0.03934107,0.0003,0.3,73.483981436491,-4.3613334342837335,0.222216796875,-0.03223114655411337,67.95050811767578,0.0,,,,,
432128,,,,,,,,,,,,,60,49.215431020000004,478,256,80.0
434176,80.0,47.35671615600586,1370,0.04611698,0.0003,0.3,74.22011506557465,-4.35791142359376,0.26357421875,-0.03958793381607393,65.50249481201172,0.0,,,,,
436224,80.0,53.184173583984375,1380,0.043383908,0.0003,0.3,71.85068133473396,-4.2953570611774925,0.24013671875,-0.031464817006781234,97.57005310058594,0.0,,,,,
438272,80.0,49.65264892578125,1390,0.052046176,0.0003,0.3,68.10391694903373,-4.349069799482822,0.23798828125,-0.03599303484079428,111.8189926147461,0.0,,,,,
440320,80.0,50.20515441894531,1400,0.047554005,0.0003,0.3,67.80688052773476,-4.350343476980925,0.238916015625,-0.033313393315620485,58.00983428955078,0.0,,,,,
442368,80.0,49.73759460449219,1410,0.040049493,0.0003,0.3,75.53814675211906,-4.469505952298642,0.22138671875,-0.033431186649249864,87.44295501708984,0.0,,,,,
444416,80.0,47.769386291503906,1420,0.04425797,0.0003,0.3,79.98248054385185,-4.50673546269536,0.213671875,-0.031014206129475495,111.76908874511719,0.0,,,,,
446464,80.0,41.436134338378906,1430,0.038318135,0.0003,0.3,81.67064990401268,-4.489593580365181,0.222216796875,-0.03270365231437609,181.04351806640625,-1.1920928955078125e-07,,,,,
448512,80.0,45.465545654296875,1440,0.040683128,0.0003,0.3,68.47879055738449,-4.511112758517266,0.243212890625,-0.03062434351304546,96.57609558105469,1.1920928955078125e-07,,,,,
450560,80.0,46.163856506347656,1450,0.038059708,0.0003,0.3,72.86465493440627,-4.566268339008093,0.20869140625,-0.029547539427585433,98.77494049072266,0.0,,,,,
452608,80.0,50.10747528076172,1460,0.04113093,0.0003,0.3,66.1933306246996,-4.551676671206951,0.241552734375,-0.03210168447403703,52.74797439575195,1.1920928955078125e-07,,,,,
452608,,,,,,,,,,,,,70,47.109107339999994,560,255,80.0
454656,80.0,49.448211669921875,1470,0.03517282,0.0003,0.3,70.02465067207814,-4.500270199030638,0.218017578125,-0.03186545766511699,67.90398406982422,0.0,,,,,
456704,80.0,47.363807678222656,1480,0.042630214,0.0003,0.3,81.1138011455536,-4.533408960700035,0.25166015625,-0.03399436107138172,89.72272491455078,1.1920928955078125e-07,,,,,
458752,80.0,44.08765411376953,1490,0.04309995,0.0003,0.3,65.77917108535766,-4.539949104189873,0.2330078125,-0.033546126981673294,75.83588409423828,0.0,,,,,
460800,80.0,47.477813720703125,1500,0.036488272,0.0003,0.3,66.61768976151943,-4.475153295695781,0.231396484375,-0.0354069144857931,82.82740020751953,0.0,,,,,
462848,80.0,49.586585998535156,1510,0.03833293,0.0003,0.3,77.30460137724876,-4.513681776821613,0.27470703125,-0.03856457722140476,60.13084411621094,-1.1920928955078125e-07,,,,,
464896,80.0,47.206581115722656,1520,0.033022497,0.0003,0.3,68.73587898314,-4.480548639595509,0.215234375,-0.03414754730038112,96.39572143554688,0.0,,,,,
466944,80.0,46.629642486572266,1530,0.044172596,0.0003,0.3,68.1555545836687,-4.477833387255669,0.246044921875,-0.03469016310264124,30.405717849731445,1.1920928955078125e-07,,,,,
468992,80.0,46.00414276123047,1540,0.041256424,0.0003,0.3,66.37725230157375,-4.477563888579607,0.18896484375,-0.03068117706425255,72.2541275024414,0.0,,,,,
471040,80.0,47.42789077758789,1550,0.03953848,0.0003,0.3,73.90655661225318,-4.441172640770674,0.234765625,-0.03329313329159049,76.41609954833984,0.0,,,,,
473088,80.0,46.578060150146484,1560,0.044544324,0.0003,0.3,67.01636132597923,-4.38379740640521,0.21318359375,-0.02983809434226714,151.26605224609375,0.0,,,,,
473088,,,,,,,,,,,,,80,46.955881850000004,645,253,80.0
475136,80.0,50.05970764160156,1570,0.041326746,0.0003,0.3,64.3123878121376,-4.464247867465019,0.23388671875,-0.034053493528335824,35.40737533569336,1.1920928955078125e-07,,,,,
477184,80.0,48.61638259887695,1580,0.040692724,0.0003,0.3,71.54866394996642,-4.4630549170076845,0.2220703125,-0.035606197772722226,60.28022766113281,0.0,,,,,
479232,80.0,44.63175964355469,1590,0.03963457,0.0003,0.3,70.21828589439392,-4.554108064621687,0.24130859375,-0.031289312144508585,79.48255157470703,0.0,,,,,
481280,80.0,45.808597564697266,1600,0.041893154,0.0003,0.3,74.69549559652805,-4.574400257319212,0.23056640625,-0.027881451054417992,49.74014663696289,1.1920928955078125e-07,,,,,
483328,80.0,43.14811325073242,1610,0.042518206,0.0003,0.3,72.65544308722019,-4.547473362088203,0.23603515625,-0.0362838070577709,84.30406951904297,0.0,,,,,
485376,80.0,48.70786666870117,1620,0.044105515,0.0003,0.3,71.24210355877877,-4.572298459708691,0.244970703125,-0.03630594197747996,72.60728454589844,0.0,,,,,
487424,80.0,49.525611877441406,1630,0.04347481,0.0003,0.3,82.58344148397445,-4.551553975790739,0.249658203125,-0.037503660435322675,73.41448974609375,0.0,,,,,
489472,80.0,45.59710693359375,1640,0.03764069,0.0003,0.3,70.01698784828186,-4.49654274135828,0.232958984375,-0.029671221160970162,76.89445495605469,-1.1920928955078125e-07,,,,,
491520,80.0,46.92707061767578,1650,0.048276216,0.0003,0.3,86.91972823441029,-4.446443219482899,0.2158203125,-0.031599952999386005,102.0498046875,0.0,,,,,
493568,80.0,45.87232208251953,1660,0.042826492,0.0003,0.3,69.66286306977273,-4.410416743159294,0.233837890625,-0.0315402730499045,67.81010437011719,0.0,,,,,
493568,,,,,,,,,,,,,90,48.399702989999994,725,254,80.0
495616,80.0,49.58203887939453,1670,0.040648267,0.0003,0.3,62.27481669187546,-4.38380478695035,0.22783203125,-0.03066389226296451,58.03477096557617,0.0,,,,,
497664,80.0,50.89759063720703,1680,0.036022782,0.0003,0.3,68.66192598938942,-4.360119804739952,0.215380859375,-0.03108734925481258,72.77545928955078,0.0,,,,,
499712,80.0,52.98834991455078,1690,0.041770563,0.0003,0.3,71.05588393211364,-4.402143070101738,0.22265625,-0.028421909209282604,74.90467834472656,0.0,,,,,
501760,80.0,48.436492919921875,1700,0.04125346,0.0003,0.3,60.086498534679414,-4.408742652833462,0.210986328125,-0.030956114348373375,86.06852722167969,-1.1920928955078125e-07,,,,,
503808,80.0,51.750221252441406,1710,0.039948903,0.0003,0.3,76.48339287042617,-4.414534179866314,0.210302734375,-0.028523035733087454,73.9205322265625,0.0,,,,,
505856,80.0,55.86968994140625,1720,0.045517363,0.0003,0.3,69.52766313552857,-4.414432714879513,0.2455078125,-0.03312463922775351,100.707763671875,0.0,,,,,
507904,80.0,54.87134552001953,1730,0.042949516,0.0003,0.3,70.37426862716674,-4.381366933882236,0.22607421875,-0.03364977095334325,102.88787078857422,1.1920928955078125e-07,,,,,
509952,80.0,51.78609085083008,1740,0.041596234,0.0003,0.3,66.3720402956009,-4.426608174294233,0.2107421875,-0.03245339231507387,70.1344985961914,0.0,,,,,
512000,80.0,52.562286376953125,1750,0.038662724,0.0003,0.3,72.79230171442032,-4.402931199222803,0.222607421875,-0.030120438638550694,61.06143569946289,0.0,,,,,
514048,80.0,51.418968200683594,1760,0.037388213,0.0003,0.3,76.62840767502784,-4.328591321408749,0.20517578125,-0.031447076676704454,53.42610549926758,0.0,,,,,
514048,,,,,,,,,,,,,100,51.90766579999999,817,250,80.0
516096,80.0,49.23723602294922,1770,0.039535433,0.0003,0.3,68.54002638757228,-4.264731705188751,0.184423828125,-0.028422880358994006,40.068885803222656,0.0,,,,,
518144,80.0,51.8378791809082,1780,0.039464153,0.0003,0.3,68.51952526569366,-4.266612412035466,0.206689453125,-0.03015116484457394,66.39590454101562,0.0,,,,,
520192,80.0,52.6830940246582,1790,0.042370096,0.0003,0.3,59.74620160460472,-4.369620542228222,0.2009765625,-0.031170998775633053,57.521881103515625,0.0,,,,,
522240,80.0,50.43768310546875,1800,0.04169848,0.0003,0.3,73.32390689253808,-4.39235516116023,0.27724609375,-0.03652844748721691,104.95896911621094,0.0,,,,,
524288,80.0,55.91686248779297,1810,0.04164637,0.0003,0.3,78.13609828054905,-4.3541630454361435,0.2359375,-0.034008334510144775,52.06167221069336,0.0,,,,,
526336,80.0,53.17082977294922,1820,0.039074555,0.0003,0.3,81.5117106616497,-4.33175011947751,0.246826171875,-0.031329020213888725,82.30551147460938,-1.1920928955078125e-07,,,,,
528384,80.0,56.37007522583008,1830,0.040525477,0.0003,0.3,70.99671961665153,-4.292544355243445,0.233203125,-0.03147501697676489,64.8789291381836,1.1920928955078125e-07,,,,,
530432,80.0,52.039031982421875,1840,0.03934114,0.0003,0.3,60.34853219389915,-4.296395787596703,0.25908203125,-0.042514690318785145,64.94922637939453,0.0,,,,,
532480,80.0,56.69129180908203,1850,0.04081488,0.0003,0.3,69.62579920589924,-4.233601196110248,0.257666015625,-0.03550476235104725,50.71891784667969,1.1920928955078125e-07,,,,,
534528,80.0,55.91602325439453,1860,0.03165489,0.0003,0.3,68.6375780403614,-4.244821161776781,0.166943359375,-0.019499334099236876,70.68560791015625,0.0,,,,,
534528,,,,,,,,,,,,,110,54.22658846,899,250,80.0
536576,80.0,50.221397399902344,1870,0.049606048,0.0003,0.3,79.10582521557808,-4.290983629226685,0.227099609375,-0.0352562213287456,103.4947509765625,0.0,,,,,
538624,80.0,51.40967559814453,1880,0.037322737,0.0003,0.3,64.44006963968278,-4.258151744306088,0.22451171875,-0.028813897451618685,56.91123962402344,-1.1920928955078125e-07,,,,,
540672,80.0,52.97605895996094,1890,0.042336952,0.0003,0.3,53.53489436507225,-4.220063479244709,0.26005859375,-0.034929005238518586,59.49180221557617,0.0,,,,,
542720,80.0,54.644386291503906,1900,0.040577248,0.0003,0.3,64.26434384584427,-4.231750033795834,0.20595703125,-0.02851564959710231,56.21198272705078,0.0,,,,,
544768,80.0,52.65972900390625,1910,0.04155615,0.0003,0.3,62.90608251690865,-4.243582516163587,0.2033203125,-0.030824041737650985,39.21608352661133,0.0,,,,,
546816,80.0,52.65113830566406,1920,0.041673277,0.0003,0.3,66.99489258229733,-4.188494665920734,0.271923828125,-0.038275910505035426,34.07583999633789,0.0,,,,,
548864,80.0,51.164363861083984,1930,0.042968232,0.0003,0.3,62.80141638815403,-4.152543682605028,0.210205078125,-0.033572216088941786,91.92427825927734,-1.1920928955078125e-07,,,,,
550912,80.0,49.03520965576172,1940,0.040349916,0.0003,0.3,66.98886559903622,-4.2015901282429695,0.212255859375,-0.0293630427448079,102.29779052734375,0.0,,,,,
552960,80.0,46.90705871582031,1950,0.051937774,0.0003,0.3,69.75639749765396,-4.3556199796497825,0.210107421875,-0.030504734070564154,85.74054718017578,0.0,,,,,
555008,80.0,50.98571014404297,1960,0.03494601,0.0003,0.3,63.45007671713829,-4.360738709568977,0.22880859375,-0.03259501029679086,59.95663070678711,0.0,,,,,
555008,,,,,,,,,,,,,120,51.68653088,979,250,80.0
557056,80.0,48.00605773925781,1970,0.046485044,0.0003,0.3,64.72118231356144,-4.37962252497673,0.247900390625,-0.0361784798966255,71.83566284179688,0.0,,,,,
559104,80.0,48.90566635131836,1980,0.03881332,0.0003,0.3,81.97831686139106,-4.386370541900396,0.218505859375,-0.029459243941528258,99.26153564453125,1.7881393432617188e-07,,,,,
561152,80.0,50.91616439819336,1990,0.032085445,0.0003,0.3,70.85316508412362,-4.343969109654426,0.18759765625,-0.02670423430536175,81.11003875732422,1.1920928955078125e-07,,,,,
563200,80.0,52.297874450683594,2000,0.04139469,0.0003,0.3,57.9698265016079,-4.327528371661901,0.21669921875,-0.036106526968069375,41.44060134887695,0.0,,,,,
565248,80.0,46.7529182434082,2010,0.0402729,0.0003,0.3,75.6067498832941,-4.316691724956035,0.2087890625,-0.02351944718247978,118.72867584228516,0.0,,,,,
567296,80.0,45.77207565307617,2020,0.03637252,0.0003,0.3,75.39649055600167,-4.31600833684206,0.195654296875,-0.027275459775410127,78.61578369140625,1.7881393432617188e-07,,,,,
569344,80.0,52.45063781738281,2030,0.03924974,0.0003,0.3,73.30716940760612,-4.273413274437189,0.2345703125,-0.03459655549668241,80.1241226196289,0.0,,,,,
571392,80.0,51.84330749511719,2040,0.045136955,0.0003,0.3,67.36927057206631,-4.297484632581472,0.251904296875,-0.0371854381490266,79.90419006347656,1.1920928955078125e-07,,,,,
573440,80.0,48.0589485168457,2050,0.044396173,0.0003,0.3,71.25729703903198,-4.333589276671409,0.25400390625,-0.03151243474567309,65.38169860839844,0.0,,,,,
575488,80.0,50.412200927734375,2060,0.03949681,0.0003,0.3,77.01405057013035,-4.3516052410006525,0.25458984375,-0.036744354155962354,44.53766632080078,0.0,,,,,
575488,,,,,,,,,,,,,130,51.665108810000014,1062,250,80.0
577536,80.0,46.9581298828125,2070,0.04196413,0.0003,0.3,66.67811285555362,-4.393497014790773,0.221435546875,-0.030123409343650563,68.51850891113281,0.0,,,,,
579584,80.0,52.685123443603516,2080,0.04052444,0.0003,0.3,74.73823537230491,-4.410262804478407,0.227685546875,-0.033422685829282275,75.94010162353516,0.0,,,,,
581632,80.0,50.65885543823242,2090,0.0419804,0.0003,0.3,64.51688159257174,-4.4185193791985515,0.2716796875,-0.03593449268228142,122.48609924316406,0.0,,,,,
583680,80.0,40.52006530761719,2100,0.04762656,0.0003,0.3,77.93551536500453,-4.550995447486639,0.2017578125,-0.028796512412372976,74.57389831542969,0.0,,,,,
585728,80.0,47.503082275390625,2110,0.04329037,0.0003,0.3,72.02080856263638,-4.533945684880019,0.233544921875,-0.028785193312796765,120.14116668701172,-1.1920928955078125e-07,,,,,
587776,80.0,47.993431091308594,2120,0.038579725,0.0003,0.3,66.54773548543453,-4.554981794953346,0.2365234375,-0.035324550881341565,65.70691680908203,0.0,,,,,
589824,80.0,45.44412612915039,2130,0.04515274,0.0003,0.3,65.22540101408958,-4.521526382863522,0.28017578125,-0.03597788884508191,76.33277893066406,0.0,,,,,
591872,80.0,51.385955810546875,2140,0.037999123,0.0003,0.3,59.91602906286717,-4.582756697386503,0.213671875,-0.029195783656905405,58.757713317871094,-1.1920928955078125e-07,,,,,
593920,80.0,48.47914505004883,2150,0.040294003,0.0003,0.3,67.12099203765392,-4.544896945357323,0.2673828125,-0.03655000311555341,47.25914764404297,0.0,,,,,
595968,80.0,46.45856475830078,2160,0.03752625,0.0003,0.3,77.43626773953437,-4.531875947117806,0.229833984375,-0.032486198547121606,73.62232971191406,1.1920928955078125e-07,,,,,
595968,,,,,,,,,,,,,140,46.99503129,1141,251,80.0
598016,80.0,46.23644256591797,2170,0.04285974,0.0003,0.3,75.65931376814842,-4.436179761588574,0.262060546875,-0.03421004125120817,71.51871490478516,-1.1920928955078125e-07,,,,,
