time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/clip_range,train/explained_variance,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/std,train/entropy_loss,train/loss
639840,8364.683107,1200.0,,,,,,0.2,0.0,0.036035478,0.345068359375,-0.026941342902136966,44.32121943235397,3120,0.0003,0.9035782217979431,-259.9878665924072,19.15400505065918
641040,8307.236247,1200.0,,,,,,,,,,,,,,,,
641792,,,6263,199,6663.22092034,1200.0,65,,,,,,,,,,,
642240,10322.973732,1200.0,,,,,,0.2,1.1920928955078125e-07,0.04108815,0.38896484375,-0.03211266120779328,37.95174308419227,3130,0.0003,0.902856707572937,-259.9249273300171,17.350175857543945
643440,10335.727106,1200.0,,,,,,,,,,,,,,,,
643840,,,6297,200,6697.771903569998,1200.0,65,,,,,,,,,,,
644640,12321.526294,1200.0,,,,,,0.2,0.0,0.038201414,0.39619140625,-0.03256896810489707,37.728771704435346,3140,0.0003,0.9032095074653625,-259.87084646224974,17.71059226989746
645840,12340.417458,1200.0,,,,,,,,,,,,,,,,
645888,,,6331,201,6733.3814294899985,1200.0,65,,,,,,,,,,,
647040,12274.973528,1200.0,,,,,,0.2,0.0,0.040242884,0.364794921875,-0.02832218679541256,39.38260266184807,3150,0.0003,0.9029080867767334,-259.84083499908445,20.567852020263672
647936,,,6357,202,6751.561471849999,1200.0,65,,,,,,,,,,,
648240,12749.528163,1200.0,,,,,,0.2,0.0,0.03922656,0.366748046875,-0.028325839244644158,27.954838818311693,3160,0.0003,0.902738094329834,-259.7538901329041,10.078753471374512
649440,12745.703348,1200.0,,,,,,,,,,,,,,,,
649984,,,6391,203,6783.203348270001,1200.0,65,,,,,,,,,,,
650640,8576.262561,1200.0,,,,,,0.2,0.0,0.041725773,0.369970703125,-0.02706114770844579,33.912264162302016,3170,0.0003,0.9020746350288391,-259.6354502677917,17.869186401367188
651840,8626.51562,1200.0,,,,,,,,,,,,,,,,
652032,,,6426,204,6817.701683480001,1200.0,65,,,,,,,,,,,
653040,10874.198889,1200.0,,,,,,0.2,0.0,0.041893665,0.351953125,-0.03080221725977026,34.700341045856476,3180,0.0003,0.9018595814704895,-259.5328194618225,18.328399658203125
654080,,,6452,205,6834.67489842,1200.0,65,,,,,,,,,,,
654240,10680.193077,1200.0,,,,,,0.2,0.0,0.03825908,0.360693359375,-0.030664051964413373,40.224844723939896,3190,0.0003,0.9015931487083435,-259.4759548187256,17.412527084350586
655440,10707.486203,1200.0,,,,,,,,,,,,,,,,
656128,,,6486,206,6868.818704440001,1200.0,65,,,,,,,,,,,
656640,9621.204906,1200.0,,,,,,0.2,0.0,0.03964356,0.406494140625,-0.027321972348727287,34.23814761042595,3200,0.0003,0.9013741612434387,-259.3626557350159,17.849475860595703
657840,9594.878759,1200.0,,,,,,,,,,,,,,,,
658176,,,6519,207,6900.544819850001,1200.0,65,,,,,,,,,,,
659040,5388.911727,1200.0,,,,,,0.2,0.0,0.040159434,0.3978515625,-0.032157584460219366,40.208447843790054,3210,0.0003,0.9012064933776855,-259.2590280532837,16.15808868408203
660224,,,6546,208,6918.833695750001,1200.0,65,,,,,,,,,,,
660240,5316.078462,1200.0,,,,,,0.2,0.0,0.035471607,0.329296875,-0.026936514460248872,48.56559291481972,3220,0.0003,0.900439441204071,-259.18759241104124,28.391027450561523
661440,5280.829375,1200.0,,,,,,,,,,,,,,,,
662272,,,6579,209,6951.76141022,1200.0,65,,,,,,,,,,,
662640,3987.186983,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.04126896,0.397705078125,-0.026647340919589625,27.542485150694848,3230,0.0003,0.8998574018478394,-259.0178559303284,12.163657188415527
663840,3995.396379,1200.0,,,,,,,,,,,,,,,,
664320,,,6613,210,6987.173710800001,1200.0,65,,,,,,,,,,,
665040,5634.91261,1200.0,,,,,,0.2,0.0,0.036184356,0.373095703125,-0.027483638082048855,37.22688073515892,3240,0.0003,0.8994872570037842,-258.8665972709656,19.841773986816406
666240,5591.550712,1200.0,,,,,,,,,,,,,,,,
666368,,,6648,211,7021.7298306600005,1200.0,65,,,,,,,,,,,
667440,7791.660911,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.039654836,0.381396484375,-0.03062143342103809,43.71505224108696,3250,0.0003,0.8985150456428528,-258.6949058532715,17.759368896484375
668416,,,6673,212,7036.207013649999,1200.0,65,,,,,,,,,,,
668640,6123.935572,1200.0,,,,,,0.2,0.0,0.038387455,0.3677734375,-0.030290116887772455,40.68167446255684,3260,0.0003,0.8982873558998108,-258.54718523025514,20.022554397583008
669840,6124.790717,1200.0,,,,,,,,,,,,,,,,
670464,,,6708,213,7071.289641219998,1200.0,65,,,,,,,,,,,
671040,6137.501154,1200.0,,,,,,0.2,0.0,0.037220277,0.34912109375,-0.027181106392527,38.768968880176544,3270,0.0003,0.8976365327835083,-258.4731253623962,22.95726776123047
672240,6157.921984,1200.0,,,,,,,,,,,,,,,,
672512,,,6742,214,7103.436078399998,1200.0,65,,,,,,,,,,,
673440,5716.114211,1200.0,,,,,,0.2,0.0,0.04151522,0.406298828125,-0.029673253526561895,37.78420107960701,3280,0.0003,0.8983427882194519,-258.46964569091796,19.916208267211914
674560,,,6768,215,7120.938613349999,1200.0,65,,,,,,,,,,,
674640,7806.040036,1200.0,,,,,,0.2,0.0,0.03644438,0.378857421875,-0.027573007167666218,38.0965075135231,3290,0.0003,0.8973565697669983,-258.4200627326965,19.103166580200195
675840,7833.351924,1200.0,,,,,,,,,,,,,,,,
676608,,,6801,216,7152.32461994,1200.0,65,,,,,,,,,,,
677040,10524.594008,1200.0,,,,,,0.2,0.0,0.038962103,0.3548828125,-0.030542463218444026,33.72837936878204,3300,0.0003,0.897572934627533,-258.3461630821228,15.161712646484375
678240,10484.158258,1200.0,,,,,,,,,,,,,,,,
678656,,,6835,217,7183.686540889999,1200.0,65,,,,,,,,,,,
679440,7925.073296,1200.0,,,,,,0.2,0.0,0.040498942,0.410595703125,-0.034339976741466674,33.92662143111229,3310,0.0003,0.8975244760513306,-258.34215850830077,13.677656173706055
680640,7974.929638,1200.0,,,,,,,,,,,,,,,,
680704,,,6869,218,7213.09404092,1200.0,64,,,,,,,,,,,
681840,9225.352831,1200.0,,,,,,0.2,0.0,0.04021057,0.385205078125,-0.03147846524952911,39.93565698862076,3320,0.0003,0.8969033360481262,-258.19046506881716,12.799034118652344
682752,,,6895,219,7228.679087150001,1200.0,65,,,,,,,,,,,
683040,7950.884607,1200.0,,,,,,0.2,0.0,0.039863754,0.411767578125,-0.034606328036170454,34.99312638044357,3330,0.0003,0.896305501461029,-258.03920583724977,12.666508674621582
684240,7943.391139,1200.0,,,,,,,,,,,,,,,,
684800,,,6929,220,7260.146216790001,1200.0,65,,,,,,,,,,,
685440,7807.055962,1200.0,,,,,,0.2,0.0,0.038840625,0.386767578125,-0.033042228053091094,42.8507067322731,3340,0.0003,0.8960481286048889,-257.9296911239624,17.800254821777344
686640,7804.773791,1200.0,,,,,,,,,,,,,,,,
686848,,,6963,221,7289.50866305,1200.0,65,,,,,,,,,,,
687840,9489.715589,1200.0,,,,,,0.2,0.0,0.03542736,0.387939453125,-0.03123320515442174,35.15426408648491,3350,0.0003,0.8960570096969604,-257.877574634552,17.6964054107666
688896,,,6988,222,7306.49280776,1200.0,65,,,,,,,,,,,
689040,11963.928075,1200.0,,,,,,0.2,0.0,0.04030768,0.375439453125,-0.02980720495688729,34.87989267706871,3360,0.0003,0.8958596587181091,-257.8181104660034,16.5166015625
690240,12024.495917,1200.0,,,,,,,,,,,,,,,,
690944,,,7022,223,7336.937193680001,1200.0,65,,,,,,,,,,,
691440,12887.181714,1200.0,,,,,,0.2,0.0,0.03420803,0.346875,-0.02698690271936357,39.396038842201236,3370,0.0003,0.895362377166748,-257.7137844085693,17.720870971679688
692640,12856.325352,1200.0,,,,,,,,,,,,,,,,
692992,,,7056,224,7366.746691700001,1200.0,65,,,,,,,,,,,
693840,12516.837066,1200.0,,,,,,0.2,0.0,0.041411813,0.383984375,-0.03419932113320101,41.8326674580574,3380,0.0003,0.8946369886398315,-257.57303457260133,14.956757545471191
695040,12492.970639,1200.0,,,,,,,,,,,,,,,,
695040,,,7090,225,7397.0938337,1200.0,64,,,,,,,,,,,
696240,11606.192926,1200.0,,,,,,0.2,5.960464477539063e-08,0.03746043,0.359375,-0.025572042283602058,30.763006627559662,3390,0.0003,0.8933392763137817,-257.3254787445068,12.610771179199219
697088,,,7116,226,7410.960784599999,1200.0,65,,,,,,,,,,,
697440,13139.859868,1200.0,,,,,,0.2,0.0,0.03998218,0.41025390625,-0.03293199774925597,33.74222310781479,3400,0.0003,0.8938612937927246,-257.238131904602,15.994816780090332
698640,13159.704439,1200.0,,,,,,,,,,,,,,,,
699136,,,7149,227,7437.18506645,1200.0,65,,,,,,,,,,,
699840,7498.903093,1200.0,,,,,,0.2,1.1920928955078125e-07,0.043365948,0.401806640625,-0.0332161711237859,40.384176164865494,3410,0.0003,0.893907904624939,-257.2487067222595,18.180988311767578
701040,7492.929305,1200.0,,,,,,,,,,,,,,,,
701184,,,7183,228,7462.355130359999,1200.0,65,,,,,,,,,,,
702240,6782.137526,1200.0,,,,,,0.2,0.0,0.033441506,0.36630859375,-0.029639615773339754,37.24834521412849,3420,0.0003,0.8942147493362427,-257.2980597496033,16.020524978637695
703232,,,7209,229,7475.58716829,1200.0,65,,,,,,,,,,,
703440,9140.961384,1200.0,,,,,,0.2,0.0,0.03831976,0.378515625,-0.03037984152615536,50.36849128603935,3430,0.0003,0.8926377892494202,-257.1348166465759,19.391422271728516
704640,9150.818415,1200.0,,,,,,,,,,,,,,,,
705280,,,7242,230,7502.96461014,1200.0,65,,,,,,,,,,,
705840,8337.826333,1200.0,,,,,,0.2,5.960464477539063e-08,0.038638964,0.36826171875,-0.03024967425444629,46.43120376467705,3440,0.0003,0.8925846815109253,-256.94396324157714,26.90386962890625
707040,8341.897127,1200.0,,,,,,,,,,,,,,,,
707328,,,7276,231,7526.44660507,1200.0,65,,,,,,,,,,,
708240,6341.134524,1200.0,,,,,,0.2,0.0,0.037305735,0.3873046875,-0.03156316090899054,38.12811683416366,3450,0.0003,0.8934056162834167,-257.01119432449343,23.92465591430664
709376,,,7302,232,7537.7470704100015,1200.0,65,,,,,,,,,,,
709440,7235.351983,1200.0,,,,,,0.2,0.0,0.037794363,0.368603515625,-0.02961660908185877,45.17429890632629,3460,0.0003,0.8927358984947205,-256.97561531066896,24.14767074584961
710640,7264.195701,1200.0,,,,,,,,,,,,,,,,
711424,,,7335,233,7562.098463700003,1200.0,65,,,,,,,,,,,
711840,6159.712201,1200.0,,,,,,0.2,0.0,0.049273454,0.43193359375,-0.036414412382873705,38.85672119855881,3470,0.0003,0.8922163248062134,-256.81980867385863,17.57154655456543
713040,6162.817357,1200.0,,,,,,,,,,,,,,,,
713472,,,7369,234,7585.5806895900005,1200.0,65,,,,,,,,,,,
714240,8726.84189,1200.0,,,,,,0.2,0.0,0.03708966,0.385791015625,-0.029144414866459557,55.78633226156235,3480,0.0003,0.892005205154419,-256.72416553497317,34.773956298828125
715440,8699.640532,1200.0,,,,,,,,,,,,,,,,
715520,,,7403,235,7610.279094100001,1200.0,65,,,,,,,,,,,
716640,8463.028378,1200.0,,,,,,0.2,0.0,0.044778876,0.383642578125,-0.0332892035425175,46.92243863344193,3490,0.0003,0.8920943737030029,-256.66437101364136,23.147876739501953
717568,,,7429,236,7620.154850920002,1200.0,65,,,,,,,,,,,
717840,5677.45814,1200.0,,,,,,0.2,0.0,0.04227057,0.393701171875,-0.031634260894497855,43.96732806563377,3500,0.0003,0.8921970725059509,-256.6856524467468,26.61890983581543
719040,5693.727331,1200.0,,,,,,,,,,,,,,,,
719616,,,7462,237,7644.44003343,1200.0,65,,,,,,,,,,,
720240,5899.164514,1200.0,,,,,,0.2,0.0,0.03443125,0.373681640625,-0.03055100954370573,57.91464537382126,3510,0.0003,0.8920997381210327,-256.6255040168762,31.228242874145508
721440,5858.651926,1200.0,,,,,,,,,,,,,,,,
721664,,,7496,238,7665.556343520001,1200.0,65,,,,,,,,,,,
722640,5798.186908,1200.0,,,,,,0.2,0.0,0.040717755,0.396240234375,-0.033701221688534136,44.03962626457214,3520,0.0003,0.8913598656654358,-256.49194221496583,19.029659271240234
723712,,,7522,239,7676.117505180001,1200.0,65,,,,,,,,,,,
723840,5856.699762,1200.0,,,,,,0.2,0.0,0.042335488,0.41005859375,-0.03678805289382581,46.9370899617672,3530,0.0003,0.890277624130249,-256.25639247894287,26.865489959716797
725040,5848.776689,1200.0,,,,,,,,,,,,,,,,
725760,,,7555,240,7699.07213199,1200.0,65,,,,,,,,,,,
726240,6655.2219,1200.0,,,,,,0.2,0.0,0.045768782,0.429736328125,-0.037964586497400886,41.932322239875795,3540,0.0003,0.8905574083328247,-256.1198340415955,23.759660720825195
727440,6679.458476,1200.0,,,,,,,,,,,,,,,,
727808,,,7589,241,7721.34489896,1200.0,65,,,,,,,,,,,
728640,10894.519489,1200.0,,,,,,0.2,0.0,0.040578026,0.3763671875,-0.03244628122483846,47.43136872053147,3550,0.0003,0.8901258707046509,-256.07883977890015,26.056055068969727
729840,10904.764228,1200.0,,,,,,,,,,,,,,,,
729856,,,7623,242,7744.33263387,1200.0,65,,,,,,,,,,,
731040,9713.403425,1200.0,,,,,,0.2,0.0,0.039791565,0.388818359375,-0.029118408088106663,37.845616054534915,3560,0.0003,0.8895303010940552,-255.95409874916078,21.844608306884766
731904,,,7648,243,7756.61035133,1200.0,65,,,,,,,,,,,
732240,5537.375842,1200.0,,,,,,0.2,0.0,0.036332164,0.34033203125,-0.02812690274149645,48.66989788413048,3570,0.0003,0.88973069190979,-255.9355655193329,23.89162254333496
733440,5527.876,1200.0,,,,,,,,,,,,,,,,
733952,,,7682,244,7779.077906169999,1200.0,65,,,,,,,,,,,
734640,5584.62931,1200.0,,,,,,0.2,5.960464477539063e-08,0.039379008,0.3755859375,-0.025186831766040994,44.62279559373856,3580,0.0003,0.8894999623298645,-255.85917587280272,22.21491241455078
735840,5561.003633,1200.0,,,,,,,,,,,,,,,,
736000,,,7716,245,7801.53599626,1200.0,65,,,,,,,,,,,
737040,8995.48716,1200.0,,,,,,0.2,5.960464477539063e-08,0.04493381,0.39814453125,-0.0306051734223729,44.3044952750206,3590,0.0003,0.8889240622520447,-255.70797834396362,19.12104034423828
738048,,,7742,246,7813.60511149,1200.0,65,,,,,,,,,,,
738240,11148.77343,1200.0,,,,,,0.2,0.0,0.037631575,0.35888671875,-0.02838421603955794,42.9983633339405,3600,0.0003,0.8885252475738525,-255.59077401161193,18.888044357299805
739440,11150.439917,1200.0,,,,,,,,,,,,,,,,
740096,,,7776,247,7835.8255530000015,1200.0,65,,,,,,,,,,,
740640,11438.065352,1200.0,,,,,,0.2,0.0,0.043194704,0.366748046875,-0.030983839597320185,51.90340794324875,3610,0.0003,0.8887075781822205,-255.5319089412689,31.007492065429688
741840,11425.592762,1200.0,,,,,,,,,,,,,,,,
742144,,,7810,248,7856.100303700001,1200.0,65,,,,,,,,,,,
743040,11662.240332,1200.0,,,,,,0.2,0.0,0.04065279,0.38857421875,-0.031391544526559303,41.28634826540947,3620,0.0003,0.8881843090057373,-255.44548177719116,21.84261131286621
744192,,,7835,249,7866.535948090001,1200.0,65,,,,,,,,,,,
744240,9708.402751,1200.0,,,,,,0.2,0.0,0.03775432,0.389794921875,-0.02933597603114322,38.96429911851883,3630,0.0003,0.8875134587287903,-255.32135677337646,24.221940994262695
745440,9661.04681,1200.0,,,,,,,,,,,,,,,,
746240,,,70925,250,7888.1866328,1200.0,7,,,,,,,,,,,
746640,11402.266345,1200.0,,,,,,0.2,0.0,0.03776574,0.37451171875,-0.02863260681333486,42.97111716866493,3640,0.0003,0.8877751231193542,-255.22153024673463,24.936779022216797
747840,11451.551067,1200.0,,,,,,,,,,,,,,,,
748288,,,70966,251,7911.02693806,1200.0,7,,,,,,,,,,,
749040,11859.797342,1200.0,,,,,,0.2,0.0,0.038488105,0.371826171875,-0.027552454825490715,48.85162011384964,3650,0.0003,0.8873723149299622,-255.18715434074403,22.859046936035156
750240,11805.506277,1200.0,,,,,,,,,,,,,,,,
750336,,,71003,252,7932.4580497900015,1200.0,7,,,,,,,,,,,
751440,11536.686895,1200.0,,,,,,0.2,0.0,0.035768688,0.35595703125,-0.025908474600873886,49.061656671762464,3660,0.0003,0.8873322606086731,-255.08501410484314,21.267967224121094
752384,,,71030,253,7942.698064980002,1200.0,7,,,,,,,,,,,
752640,14064.818313,1200.0,,,,,,0.2,0.0,0.04254988,0.40712890625,-0.02999882739095483,35.38276997804642,3670,0.0003,0.8862635493278503,-254.92612171173096,19.854942321777344
753840,14049.297724,1200.0,,,,,,,,,,,,,,,,
754432,,,71064,254,7964.346073840001,1200.0,7,,,,,,,,,,,
755040,14544.153082,1200.0,,,,,,0.2,0.0,0.03551013,0.36904296875,-0.029457486534374765,38.11950341463089,3680,0.0003,0.8848744034767151,-254.6726953983307,18.048006057739258
756240,14578.185969,1200.0,,,,,,,,,,,,,,,,
756480,,,71101,255,7988.313308270001,1200.0,7,,,,,,,,,,,
757440,14391.190741,1200.0,,,,,,0.2,0.0,0.036579885,0.32451171875,-0.03169930739677511,51.36361788511276,3690,0.0003,0.8846613764762878,-254.51728935241698,23.822895050048828
758528,,,71131,256,8000.8221941,1200.0,7,,,,,,,,,,,
758640,13819.181553,1200.0,,,,,,0.2,1.1920928955078125e-07,0.0446364,0.376025390625,-0.029038318392122165,39.32650901675224,3700,0.0003,0.8841806650161743,-254.42278146743774,16.62742805480957
759840,13783.711293,1200.0,,,,,,,,,,,,,,,,
760576,,,71168,257,8024.26678507,1200.0,7,,,,,,,,,,,
761040,13980.811559,1200.0,,,,,,0.2,0.0,0.03896694,0.365576171875,-0.026991547999205067,48.69451664090157,3710,0.0003,0.8838765621185303,-254.2791428565979,23.36574363708496
762240,14022.510785,1200.0,,,,,,,,,,,,,,,,
762624,,,71209,258,8047.618056300001,1200.0,7,,,,,,,,,,,
763440,11741.537866,1200.0,,,,,,0.2,0.0,0.038094725,0.38935546875,-0.028906912516686135,49.11201367378235,3720,0.0003,0.8842332363128662,-254.22327408790588,22.151731491088867
764640,11723.286892,1200.0,,,,,,,,,,,,,,,,
764672,,,71247,259,8074.030063009999,1200.0,7,,,,,,,,,,,
765840,13737.963002,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.03919822,0.32783203125,-0.028160494749317876,47.290969252586365,3730,0.0003,0.8838360905647278,-254.18653445243837,19.959095001220703
766720,,,71278,260,8087.3242372199975,1200.0,7,,,,,,,,,,,
767040,11965.248691,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.03924487,0.316064453125,-0.024102071751258336,55.3072114944458,3740,0.0003,0.8824789524078369,-253.9849274635315,27.161884307861328
768240,11945.157171,1200.0,,,,,,,,,,,,,,,,
768768,,,71324,261,8113.709854949998,1200.0,7,,,,,,,,,,,
769440,12744.884206,1200.0,,,,,,0.2,0.0,0.043449216,0.410009765625,-0.03396627640759107,54.439998507499695,3750,0.0003,0.8809226155281067,-253.57625350952148,21.077714920043945
770640,12782.637463,1200.0,,,,,,,,,,,,,,,,
770816,,,71361,262,8139.38050738,1200.0,7,,,,,,,,,,,
771840,14775.384109,1200.0,,,,,,0.2,1.1920928955078125e-07,0.043840125,0.39189453125,-0.02978929459641222,44.371986055374144,3760,0.0003,0.8795725107192993,-253.2437876701355,18.19571304321289
772864,,,71388,263,8153.579967220001,1200.0,7,,,,,,,,,,,
773040,12440.262134,1200.0,,,,,,0.2,0.0,0.042134196,0.348388671875,-0.027933730743825436,53.37245388627052,3770,0.0003,0.8793683648109436,-253.01868004798888,30.89229965209961
774240,12397.084934,1200.0,,,,,,,,,,,,,,,,
774912,,,71426,264,8181.497737470001,1200.0,7,,,,,,,,,,,
775440,14819.277286,1200.0,,,,,,0.2,5.960464477539063e-08,0.041540436,0.339306640625,-0.02618470422603423,49.41295845508576,3780,0.0003,0.8792845010757446,-252.94324188232423,17.55936050415039
776640,14806.648845,1200.0,,,,,,,,,,,,,,,,
776960,,,71557,265,8212.225600250002,1200.0,7,,,,,,,,,,,
777840,12561.211748,1200.0,,,,,,0.2,0.0,0.03793502,0.312744140625,-0.024521531831123867,49.52045560479164,3790,0.0003,0.879565417766571,-252.9292206287384,15.713104248046875
779008,,,71585,266,8229.37712779,1200.0,7,,,,,,,,,,,
