eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/loss,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/n_updates,train/learning_rate,train/clip_range,train/value_loss,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations
50.0,376904,34.04710006713867,0.067236328125,23382.392578125,-0.006098620611010119,-2.312430337816477,-1.1920928955078125e-07,0.015301382,1840,0.0003,0.2,43765.14895019531,,,,,
50.0,377404,32.92082977294922,,,,,,,,,,,,,,,
50.0,377904,32.632301330566406,,,,,,,,,,,,,,,
50.0,378404,32.937583923339844,,,,,,,,,,,,,,,
50.0,378904,31.632183074951172,0.1123046875,21525.81640625,-0.010261241512489505,-2.3164096660912037,0.0,0.016758747,1850,0.0003,0.2,43445.396008300784,,,,,
50.0,379404,32.167518615722656,,,,,,,,,,,,,,,
50.0,379904,31.79669189453125,,,,,,,,,,,,,,,
50.0,380404,32.69451141357422,,,,,,,,,,,,,,,
50.0,380904,31.756357192993164,,,,,,,,,,,,,,,
50.0,381404,31.70294189453125,0.105908203125,21361.443359375,-0.009793874970637263,-2.3185184098780156,0.0,0.014684776,1860,0.0003,0.2,44010.64853515625,,,,,
50.0,381904,33.21166229248047,,,,,,,,,,,,,,,
50.0,382404,32.20941925048828,,,,,,,,,,,,,,,
50.0,382904,32.01068115234375,,,,,,,,,,,,,,,
50.0,383404,31.58651351928711,0.098583984375,20944.80859375,-0.008764457324286924,-2.3071287117898462,1.1920928955078125e-07,0.015999041,1870,0.0003,0.2,45979.39931640625,,,,,
50.0,383904,30.844518661499023,,,,,,,,,,,,,,,
50.0,384404,33.040462493896484,,,,,,,,,,,,,,,
50.0,384904,32.35504913330078,,,,,,,,,,,,,,,
50.0,385404,31.90066146850586,0.01748046875,22205.6640625,-0.0011527991126058623,-2.305038229376078,0.0,0.008364387,1880,0.0003,0.2,45763.16826171875,,,,,
50.0,385904,31.890361785888672,,,,,,,,,,,,,,,
50.0,386404,33.07582092285156,,,,,,,,,,,,,,,
50.0,386904,32.318668365478516,,,,,,,,,,,,,,,
50.0,387404,30.947200775146484,0.096875,21538.2109375,-0.00910775337542873,-2.3141569077968596,1.1920928955078125e-07,0.016708001,1890,0.0003,0.2,41554.078344726564,,,,,
50.0,387904,30.976581573486328,,,,,,,,,,,,,,,
50.0,388404,33.23015594482422,,,,,,,,,,,,,,,
50.0,388904,31.537546157836914,,,,,,,,,,,,,,,
50.0,389404,34.24262237548828,0.073828125,20888.7890625,-0.006454018226941116,-2.304214658588171,0.0,0.014012447,1900,0.0003,0.2,45698.250805664065,,,,,
50.0,389904,31.588991165161133,,,,,,,,,,,,,,,
50.0,390404,30.01964569091797,,,,,,,,,,,,,,,
50.0,390904,31.534011840820312,,,,,,,,,,,,,,,
50.0,391404,31.81888771057129,0.079638671875,18560.978515625,-0.00681848265521694,-2.2823810912668705,0.0,0.014942174,1910,0.0003,0.2,40588.74010009765,,,,,
50.0,391904,27.4114990234375,,,,,,,,,,,,,,,
50.0,392404,31.532115936279297,,,,,,,,,,,,,,,
50.0,392904,32.854881286621094,,,,,,,,,,,,,,,
50.0,393404,31.62554931640625,0.1076171875,22092.8984375,-0.009525592307909392,-2.2803721226751805,0.0,0.012908578,1920,0.0003,0.2,43721.72956542969,,,,,
50.0,393904,30.66720962524414,,,,,,,,,,,,,,,
50.0,394404,31.598297119140625,,,,,,,,,,,,,,,
50.0,394904,32.56782913208008,,,,,,,,,,,,,,,
,395264,,,,,,,,,,,,50.0,1161,1304.52567211,123,70
50.0,395404,32.178192138671875,0.11572265625,19684.873046875,-0.010409949542372487,-2.282946603000164,0.0,0.012422223,1930,0.0003,0.2,41102.14997558594,,,,,
50.0,395904,32.63579177856445,,,,,,,,,,,,,,,
50.0,396404,33.00445556640625,,,,,,,,,,,,,,,
50.0,396904,32.85840606689453,,,,,,,,,,,,,,,
50.0,397404,32.714698791503906,0.07861328125,20419.951171875,-0.006589828614960424,-2.288568377494812,0.0,0.015986718,1940,0.0003,0.2,41101.62517700195,,,,,
50.0,397904,31.9830322265625,,,,,,,,,,,,,,,
50.0,398404,29.273910522460938,,,,,,,,,,,,,,,
50.0,398904,32.531402587890625,,,,,,,,,,,,,,,
50.0,399404,31.79757308959961,0.04765625,19487.103515625,-0.004123261047061533,-2.279512136429548,-2.384185791015625e-07,0.010607512,1950,0.0003,0.2,41417.470153808594,,,,,
50.0,399904,33.03236770629883,,,,,,,,,,,,,,,
50.0,400404,29.913135528564453,,,,,,,,,,,,,,,
50.0,400904,31.89422607421875,,,,,,,,,,,,,,,
50.0,401404,30.58891487121582,,,,,,,,,,,,,,,
50.0,401904,31.7489013671875,0.094482421875,20186.650390625,-0.008342776392237284,-2.2867464289069175,0.0,0.015268358,1960,0.0003,0.2,39981.12675170899,,,,,
50.0,402404,32.361446380615234,,,,,,,,,,,,,,,
50.0,402904,31.635643005371094,,,,,,,,,,,,,,,
50.0,403404,32.25733947753906,,,,,,,,,,,,,,,
50.0,403904,30.121492385864258,0.06103515625,19767.48828125,-0.004927194761694409,-2.278182155638933,0.0,0.012752712,1970,0.0003,0.2,38423.1532409668,,,,,
50.0,404404,31.773653030395508,,,,,,,,,,,,,,,
50.0,404904,30.801036834716797,,,,,,,,,,,,,,,
50.0,405404,31.398075103759766,,,,,,,,,,,,,,,
50.0,405904,32.006038665771484,0.086181640625,17686.5078125,-0.006929161478183232,-2.290617500990629,0.0,0.014765143,1980,0.0003,0.2,38293.74486694336,,,,,
50.0,406404,31.96765899658203,,,,,,,,,,,,,,,
50.0,406904,32.1142578125,,,,,,,,,,,,,,,
50.0,407404,32.59183883666992,,,,,,,,,,,,,,,
50.0,407904,31.792795181274414,0.0697265625,17781.8359375,-0.006361247654422186,-2.3052257016301154,0.0,0.013692084,1990,0.0003,0.2,42955.211157226564,,,,,
50.0,408404,32.064762115478516,,,,,,,,,,,,,,,
50.0,408904,33.015357971191406,,,,,,,,,,,,,,,
50.0,409404,30.202560424804688,,,,,,,,,,,,,,,
50.0,409904,32.4450569152832,0.09970703125,19787.41015625,-0.008520918773137964,-2.310333865880966,1.1920928955078125e-07,0.016324786,2000,0.0003,0.2,40089.76315917969,,,,,
50.0,410404,33.28058624267578,,,,,,,,,,,,,,,
50.0,410904,33.899818420410156,,,,,,,,,,,,,,,
50.0,411404,31.89710235595703,,,,,,,,,,,,,,,
50.0,411904,31.390079498291016,0.114453125,20032.591796875,-0.01035453061631415,-2.314608635008335,0.0,0.016300013,2010,0.0003,0.2,42514.22609863281,,,,,
50.0,412404,32.67626953125,,,,,,,,,,,,,,,
50.0,412904,30.992801666259766,,,,,,,,,,,,,,,
50.0,413404,31.22274398803711,,,,,,,,,,,,,,,
50.0,413904,31.0523681640625,0.0736328125,18685.484375,-0.006666470256459433,-2.3057364143431185,0.0,0.013881626,2020,0.0003,0.2,41800.922399902345,,,,,
50.0,414404,31.145917892456055,,,,,,,,,,,,,,,
50.0,414904,31.018802642822266,,,,,,,,,,,,,,,
50.0,415404,31.897708892822266,,,,,,,,,,,,,,,
,415744,,,,,,,,,,,,50.0,1260,1332.6538980700002,129,80
50.0,415904,33.51967239379883,0.0453125,20548.884765625,-0.0035740851919399573,-2.3051297783851625,0.0,0.01302851,2030,0.0003,0.2,39192.96271362305,,,,,
50.0,416404,32.863616943359375,,,,,,,,,,,,,,,
50.0,416904,32.84430694580078,,,,,,,,,,,,,,,
50.0,417404,34.019676208496094,,,,,,,,,,,,,,,
50.0,417904,30.671016693115234,0.0591796875,18012.31640625,-0.005030352296307683,-2.303745020925999,0.0,0.011020842,2040,0.0003,0.2,40820.41339111328,,,,,
50.0,418404,32.41279602050781,,,,,,,,,,,,,,,
50.0,418904,30.344497680664062,,,,,,,,,,,,,,,
50.0,419404,32.78173065185547,,,,,,,,,,,,,,,
50.0,419904,31.436939239501953,0.058203125,18371.001953125,-0.005009289122244809,-2.304815923422575,0.0,0.013974791,2050,0.0003,0.2,36923.00887451172,,,,,
50.0,420404,32.966548919677734,,,,,,,,,,,,,,,
50.0,420904,32.80607604980469,,,,,,,,,,,,,,,
50.0,421404,32.5009880065918,,,,,,,,,,,,,,,
50.0,421904,31.652896881103516,0.085595703125,17618.271484375,-0.008055841973691713,-2.3147324085235597,0.0,0.015692517,2060,0.0003,0.2,37045.01107788086,,,,,
50.0,422404,34.473243713378906,,,,,,,,,,,,,,,
50.0,422904,33.40406799316406,,,,,,,,,,,,,,,
50.0,423404,32.7291259765625,,,,,,,,,,,,,,,
50.0,423904,32.02876663208008,,,,,,,,,,,,,,,
50.0,424404,32.071434020996094,0.042822265625,18486.115234375,-0.003890373076137621,-2.3091053791344165,1.1920928955078125e-07,0.01408989,2070,0.0003,0.2,36489.884466552736,,,,,
50.0,424904,33.41661071777344,,,,,,,,,,,,,,,
50.0,425404,32.15522384643555,,,,,,,,,,,,,,,
50.0,425904,32.53437042236328,,,,,,,,,,,,,,,
50.0,426404,32.176517486572266,0.038427734375,19397.154296875,-0.003091452602529898,-2.2955197408795356,0.0,0.010212362,2080,0.0003,0.2,37243.49729614258,,,,,
50.0,426904,32.459083557128906,,,,,,,,,,,,,,,
50.0,427404,31.84827995300293,,,,,,,,,,,,,,,
50.0,427904,32.00567626953125,,,,,,,,,,,,,,,
50.0,428404,32.75893783569336,0.059716796875,19786.54296875,-0.004897105265990831,-2.2929273687303064,0.0,0.01327824,2090,0.0003,0.2,37766.62342529297,,,,,
50.0,428904,32.62377166748047,,,,,,,,,,,,,,,
50.0,429404,32.14431381225586,,,,,,,,,,,,,,,
50.0,429904,30.09908676147461,,,,,,,,,,,,,,,
50.0,430404,30.390087127685547,0.05322265625,18315.283203125,-0.0044508070743177084,-2.2869951501488686,-1.1920928955078125e-07,0.011707696,2100,0.0003,0.2,35053.00375976563,,,,,
50.0,430904,32.55961608886719,,,,,,,,,,,,,,,
50.0,431404,30.75777816772461,,,,,,,,,,,,,,,
50.0,431904,30.508895874023438,,,,,,,,,,,,,,,
50.0,432404,31.422100067138672,0.062841796875,21498.087890625,-0.005645801741047762,-2.291157014667988,0.0,0.014699377,2110,0.0003,0.2,37452.89964599609,,,,,
50.0,432904,29.368934631347656,,,,,,,,,,,,,,,
50.0,433404,32.238197326660156,,,,,,,,,,,,,,,
50.0,433904,32.71949005126953,,,,,,,,,,,,,,,
50.0,434404,31.03348159790039,0.0671875,15521.9248046875,-0.005287850671447813,-2.2848803110420706,0.0,0.011693491,2120,0.0003,0.2,35841.26971435547,,,,,
50.0,434904,33.14418411254883,,,,,,,,,,,,,,,
50.0,435404,32.27488708496094,,,,,,,,,,,,,,,
50.0,435904,33.547523498535156,,,,,,,,,,,,,,,
,436224,,,,,,,,,,,,50.0,1358,1310.9544403900002,135,90
50.0,436404,32.68620300292969,0.06533203125,17136.4609375,-0.004708442863193341,-2.2947413489222526,-1.1920928955078125e-07,0.008152085,2130,0.0003,0.2,34628.289331054686,,,,,
50.0,436904,32.8700065612793,,,,,,,,,,,,,,,
50.0,437404,33.09734344482422,,,,,,,,,,,,,,,
50.0,437904,33.142601013183594,,,,,,,,,,,,,,,
50.0,438404,30.117794036865234,0.1015625,17541.357421875,-0.009326893862453289,-2.274778488278389,-1.1920928955078125e-07,0.016444653,2140,0.0003,0.2,37857.675793457034,,,,,
50.0,438904,29.990367889404297,,,,,,,,,,,,,,,
50.0,439404,32.08142852783203,,,,,,,,,,,,,,,
50.0,439904,30.315135955810547,,,,,,,,,,,,,,,
50.0,440404,32.308406829833984,0.070068359375,15365.96484375,-0.005956491938559338,-2.2750370196998118,1.1920928955078125e-07,0.0127710225,2150,0.0003,0.2,32506.59812011719,,,,,
50.0,440904,28.374221801757812,,,,,,,,,,,,,,,
50.0,441404,32.695892333984375,,,,,,,,,,,,,,,
50.0,441904,31.618663787841797,,,,,,,,,,,,,,,
50.0,442404,32.71356201171875,0.14951171875,15337.4453125,-0.01318029034009669,-2.2788165383040906,0.0,0.01706661,2160,0.0003,0.2,34316.7001159668,,,,,
50.0,442904,29.523448944091797,,,,,,,,,,,,,,,
50.0,443404,32.36634063720703,,,,,,,,,,,,,,,
50.0,443904,31.785282135009766,,,,,,,,,,,,,,,
50.0,444404,32.877872467041016,,,,,,,,,,,,,,,
50.0,444904,31.9476318359375,0.079296875,19092.75,-0.006760772952111438,-2.2838428281247616,0.0,0.015713047,2170,0.0003,0.2,35690.970794677734,,,,,
50.0,445404,33.464237213134766,,,,,,,,,,,,,,,
50.0,445904,33.28662109375,,,,,,,,,,,,,,,
50.0,446404,31.752975463867188,,,,,,,,,,,,,,,
50.0,446904,32.58124923706055,0.120654296875,20844.974609375,-0.010126987445983105,-2.291451106220484,0.0,0.015222754,2180,0.0003,0.2,37859.414587402345,,,,,
50.0,447404,31.618257522583008,,,,,,,,,,,,,,,
50.0,447904,32.88768005371094,,,,,,,,,,,,,,,
50.0,448404,32.88386535644531,,,,,,,,,,,,,,,
50.0,448904,32.027198791503906,0.071435546875,16210.4697265625,-0.005767447111429647,-2.292900588363409,0.0,0.01157001,2190,0.0003,0.2,35749.858666992186,,,,,
50.0,449404,32.79828643798828,,,,,,,,,,,,,,,
50.0,449904,32.30270767211914,,,,,,,,,,,,,,,
50.0,450404,30.13943862915039,,,,,,,,,,,,,,,
50.0,450904,32.035728454589844,0.111376953125,16768.0,-0.008907266694586724,-2.3027269914746284,0.0,0.015621873,2200,0.0003,0.2,33195.205346679686,,,,,
50.0,451404,31.66316032409668,,,,,,,,,,,,,,,
50.0,451904,33.235206604003906,,,,,,,,,,,,,,,
50.0,452404,34.120391845703125,,,,,,,,,,,,,,,
50.0,452904,31.396244049072266,0.08203125,18033.296875,-0.006522905547171831,-2.303297372162342,0.0,0.010982962,2210,0.0003,0.2,35794.09124145508,,,,,
50.0,453404,29.1783390045166,,,,,,,,,,,,,,,
50.0,453904,32.967506408691406,,,,,,,,,,,,,,,
50.0,454404,28.56641387939453,,,,,,,,,,,,,,,
50.0,454904,33.22644805908203,0.12109375,17429.69921875,-0.011103621622896753,-2.3003546871244906,-1.1920928955078125e-07,0.014759225,2220,0.0003,0.2,32821.352142333984,,,,,
50.0,455404,33.85044860839844,,,,,,,,,,,,,,,
50.0,455904,32.00564956665039,,,,,,,,,,,,,,,
50.0,456404,33.174766540527344,,,,,,,,,,,,,,,
,456704,,,,,,,,,,,,50.0,1461,1310.1623056600001,140,100
50.0,456904,30.146934509277344,0.07158203125,16550.6875,-0.005962040858867113,-2.308347003161907,-1.1920928955078125e-07,0.010975882,2230,0.0003,0.2,33358.31273803711,,,,,
50.0,457404,31.06973648071289,,,,,,,,,,,,,,,
50.0,457904,32.877655029296875,,,,,,,,,,,,,,,
50.0,458404,32.65139389038086,,,,,,,,,,,,,,,
50.0,458904,32.42650604248047,0.0984375,15851.365234375,-0.007999757808283903,-2.3002446219325066,0.0,0.014106717,2240,0.0003,0.2,33807.89091796875,,,,,
50.0,459404,30.14520263671875,,,,,,,,,,,,,,,
50.0,459904,29.814002990722656,,,,,,,,,,,,,,,
50.0,460404,32.243797302246094,,,,,,,,,,,,,,,
50.0,460904,33.48576736450195,0.146826171875,14169.3759765625,-0.012770336467656306,-2.310518501698971,-1.1920928955078125e-07,0.018227648,2250,0.0003,0.2,31633.826385498047,,,,,
50.0,461404,31.046497344970703,,,,,,,,,,,,,,,
50.0,461904,33.6312141418457,,,,,,,,,,,,,,,
50.0,462404,32.030494689941406,,,,,,,,,,,,,,,
50.0,462904,33.8162841796875,0.0900390625,17793.640625,-0.008186702757666354,-2.312333019822836,1.1920928955078125e-07,0.012543456,2260,0.0003,0.2,34459.4553527832,,,,,
50.0,463404,32.4550666809082,,,,,,,,,,,,,,,
50.0,463904,32.06306457519531,,,,,,,,,,,,,,,
50.0,464404,32.87924575805664,,,,,,,,,,,,,,,
50.0,464904,31.241893768310547,0.0572265625,16527.84765625,-0.004947927549073939,-2.3018859826028346,-1.1920928955078125e-07,0.012657089,2270,0.0003,0.2,33987.79497070312,,,,,
50.0,465404,29.918987274169922,,,,,,,,,,,,,,,
50.0,465904,32.81416702270508,,,,,,,,,,,,,,,
50.0,466404,30.13680648803711,,,,,,,,,,,,,,,
50.0,466904,32.125038146972656,,,,,,,,,,,,,,,
50.0,467404,31.057918548583984,0.046826171875,16347.607421875,-0.003748198882385623,-2.291436955332756,0.0,0.010682597,2280,0.0003,0.2,32422.405352783204,,,,,
50.0,467904,30.947525024414062,,,,,,,,,,,,,,,
50.0,468404,32.65471649169922,,,,,,,,,,,,,,,
50.0,468904,31.812557220458984,,,,,,,,,,,,,,,
50.0,469404,31.695110321044922,0.097216796875,16381.2822265625,-0.008463650519843213,-2.2905663944780827,0.0,0.015953872,2290,0.0003,0.2,34608.76256713867,,,,,
50.0,469904,30.599153518676758,,,,,,,,,,,,,,,
50.0,470404,31.97890853881836,,,,,,,,,,,,,,,
50.0,470904,32.8648567199707,,,,,,,,,,,,,,,
50.0,471404,32.669654846191406,0.088134765625,15280.4619140625,-0.007643503678264096,-2.2954469747841357,5.960464477539063e-08,0.014716972,2300,0.0003,0.2,31002.069793701172,,,,,
50.0,471904,32.08549499511719,,,,,,,,,,,,,,,
50.0,472404,32.938419342041016,,,,,,,,,,,,,,,
50.0,472904,33.36491394042969,,,,,,,,,,,,,,,
50.0,473404,33.29066467285156,0.06904296875,14616.875,-0.0057118916884064674,-2.294429465383291,-1.1920928955078125e-07,0.012012627,2310,0.0003,0.2,32078.16212158203,,,,,
50.0,473904,31.121885299682617,,,,,,,,,,,,,,,
50.0,474404,32.48890686035156,,,,,,,,,,,,,,,
50.0,474904,33.140830993652344,,,,,,,,,,,,,,,
50.0,475404,33.070491790771484,0.036962890625,15394.7294921875,-0.003230425654328428,-2.2756147548556327,5.960464477539063e-08,0.013854761,2320,0.0003,0.2,32840.99625244141,,,,,
50.0,475904,31.912765502929688,,,,,,,,,,,,,,,
50.0,476404,33.87467956542969,,,,,,,,,,,,,,,
50.0,476904,31.577844619750977,,,,,,,,,,,,,,,
,477184,,,,,,,,,,,,50.0,1561,1334.6339348299998,144,110
50.0,477404,33.50531005859375,0.107861328125,15467.6337890625,-0.009630734863458201,-2.24103814214468,0.0,0.015731465,2330,0.0003,0.2,32050.676824951173,,,,,
50.0,477904,33.833404541015625,,,,,,,,,,,,,,,
50.0,478404,33.14671325683594,,,,,,,,,,,,,,,
50.0,478904,32.120426177978516,,,,,,,,,,,,,,,
50.0,479404,32.06061935424805,0.11416015625,13065.5654296875,-0.009789841927704402,-2.2611217357218267,0.0,0.014341277,2340,0.0003,0.2,27624.470922851564,,,,,
50.0,479904,33.78000259399414,,,,,,,,,,,,,,,
50.0,480404,32.60944366455078,,,,,,,,,,,,,,,
50.0,480904,30.087566375732422,,,,,,,,,,,,,,,
50.0,481404,32.35803985595703,0.10341796875,13841.5400390625,-0.008526728401193395,-2.288599793612957,0.0,0.015026953,2350,0.0003,0.2,29961.286126708983,,,,,
50.0,481904,31.99720001220703,,,,,,,,,,,,,,,
50.0,482404,33.217647552490234,,,,,,,,,,,,,,,
50.0,482904,31.021484375,,,,,,,,,,,,,,,
50.0,483404,30.20183563232422,0.07587890625,14886.296875,-0.006864620538544841,-2.278843059390783,-1.1920928955078125e-07,0.015328219,2360,0.0003,0.2,30977.537341308594,,,,,
50.0,483904,32.62846755981445,,,,,,,,,,,,,,,
50.0,484404,31.760082244873047,,,,,,,,,,,,,,,
50.0,484904,29.871740341186523,,,,,,,,,,,,,,,
50.0,485404,31.088029861450195,0.133935546875,13784.2744140625,-0.011438295379048214,-2.283323861658573,0.0,0.015112333,2370,0.0003,0.2,28430.254724121092,,,,,
50.0,485904,31.80093002319336,,,,,,,,,,,,,,,
50.0,486404,33.99851608276367,,,,,,,,,,,,,,,
50.0,486904,32.87080764770508,,,,,,,,,,,,,,,
50.0,487404,30.62725830078125,,,,,,,,,,,,,,,
50.0,487904,33.17535400390625,0.07587890625,13772.5517578125,-0.00649671032151673,-2.2744299061596394,-1.1920928955078125e-07,0.012090227,2380,0.0003,0.2,29484.834020996095,,,,,
50.0,488404,31.120023727416992,,,,,,,,,,,,,,,
50.0,488904,30.729610443115234,,,,,,,,,,,,,,,
50.0,489404,32.19997787475586,,,,,,,,,,,,,,,
50.0,489904,31.876602172851562,0.091845703125,13573.4326171875,-0.008788137635565362,-2.277483133971691,0.0,0.013106663,2390,0.0003,0.2,28795.254760742188,,,,,
50.0,490404,32.44744110107422,,,,,,,,,,,,,,,
50.0,490904,31.490955352783203,,,,,,,,,,,,,,,
50.0,491404,31.518733978271484,,,,,,,,,,,,,,,
50.0,491904,33.03929138183594,0.0740234375,12775.35546875,-0.005836044606985525,-2.2796447217464446,0.0,0.011232981,2400,0.0003,0.2,27247.23946533203,,,,,
50.0,492404,33.0772705078125,,,,,,,,,,,,,,,
50.0,492904,32.64984130859375,,,,,,,,,,,,,,,
50.0,493404,32.33039855957031,,,,,,,,,,,,,,,
50.0,493904,33.10469055175781,0.08427734375,13052.3056640625,-0.006859686580719426,-2.2922633692622183,0.0,0.013600303,2410,0.0003,0.2,28712.506433105467,,,,,
50.0,494404,32.49785232543945,,,,,,,,,,,,,,,
50.0,494904,32.16632843017578,,,,,,,,,,,,,,,
50.0,495404,33.19524002075195,,,,,,,,,,,,,,,
50.0,495904,32.983055114746094,0.108740234375,13981.2392578125,-0.009019891792559066,-2.291037254035473,-1.1920928955078125e-07,0.011942304,2420,0.0003,0.2,30007.505389404298,,,,,
50.0,496404,32.82859802246094,,,,,,,,,,,,,,,
50.0,496904,32.821903228759766,,,,,,,,,,,,,,,
50.0,497404,33.19635772705078,,,,,,,,,,,,,,,
,497664,,,,,,,,,,,,50.0,1661,1318.9999220399998,147,120
50.0,497904,33.35943603515625,0.059228515625,13597.5146484375,-0.004888495610794052,-2.294235824793577,0.0,0.010241678,2430,0.0003,0.2,28639.993872070314,,,,,
50.0,498404,30.509130477905273,,,,,,,,,,,,,,,
50.0,498904,33.82184600830078,,,,,,,,,,,,,,,
50.0,499404,33.110015869140625,,,,,,,,,,,,,,,
50.0,499904,30.659225463867188,0.059228515625,16862.185546875,-0.004961368624935858,-2.3095363013446333,0.0,0.015844474,2440,0.0003,0.2,29789.835040283204,,,,,
50.0,500404,30.24689483642578,,,,,,,,,,,,,,,
50.0,500904,31.7872314453125,,,,,,,,,,,,,,,
50.0,501404,32.182071685791016,,,,,,,,,,,,,,,
50.0,501904,32.87751770019531,0.07548828125,12984.26171875,-0.006078768218867481,-2.3016813673079013,0.0,0.013559468,2450,0.0003,0.2,27751.695764160155,,,,,
50.0,502404,31.245590209960938,,,,,,,,,,,,,,,
50.0,502904,30.93816375732422,,,,,,,,,,,,,,,
50.0,503404,32.92707443237305,,,,,,,,,,,,,,,
